"year","locationabbr","locationdesc","class","topic","question","response","sample_size","data_value","confidence_limit_low","confidence_limit_high","display_order","data_value_unit","data_value_type","data_value_footnote_symbol","data_value_footnote","data_source","class_id","topic_id","location_id","question_id","respid","geo_location","response_order"
2009,"HI","HI - Hawaii County","Health Status","Overall Health","How is your general health?","Good",538,35.7,32.5,38.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(19.672837, -155.421895)",3
2009,"HI","HI - Honolulu County","Health Status","Overall Health","How is your general health?","Good",1094,36.3,34.1,38.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(21.372464, -157.913673)",3
2009,"HI","HI - Kauai County","Health Status","Overall Health","How is your general health?","Good",223,36.2,31.3,41.1,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(22.021022, -159.442112)",3
2009,"HI","HI - Maui County","Health Status","Overall Health","How is your general health?","Good",524,35.5,31.9,39,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(20.863747, -156.493816)",3
2009,"ID","ID - Ada County","Health Status","Overall Health","How is your general health?","Good",181,24.7,20.5,28.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(43.611186, -116.304409)",3
2009,"ID","ID - Bonneville County","Health Status","Overall Health","How is your general health?","Good",112,28.9,23,34.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(43.494876, -111.997623)",3
2009,"ID","ID - Canyon County","Health Status","Overall Health","How is your general health?","Good",154,31.2,25.3,37,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(43.611438, -116.627276)",3
2009,"ID","ID - Nez Perce County","Health Status","Overall Health","How is your general health?","Good",101,36,28.7,43.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(46.394126, -116.950462)",3
2009,"IL","IL - Cook County","Health Status","Overall Health","How is your general health?","Good",550,30,27,32.9,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.865937, -87.757714)",3
2009,"IL","IL - DuPage County","Health Status","Overall Health","How is your general health?","Good",104,24.1,19,29.1,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.849815, -88.071617)",3
2009,"IL","IL - Lake County","Health Status","Overall Health","How is your general health?","Good",81,27.3,21.2,33.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.313072, -87.969458)",3
2009,"IL","IL - Will County","Health Status","Overall Health","How is your general health?","Good",103,34.2,27.1,41.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.565138, -88.057232)",3
2009,"IN","IN - Allen County","Health Status","Overall Health","How is your general health?","Good",155,31.4,26.1,36.6,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.098642, -85.122329)",3
2009,"IN","IN - Lake County","Health Status","Overall Health","How is your general health?","Good",350,31.3,26.2,36.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.526226, -87.408155)",3
2009,"IN","IN - Marion County","Health Status","Overall Health","How is your general health?","Good",526,36.1,32.1,40,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.791299, -86.135905)",3
2009,"IN","IN - Vanderburgh County","Health Status","Overall Health","How is your general health?","Good",88,33.2,25.9,40.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(37.996062, -87.551819)",3
2009,"IA","IA - Linn County","Health Status","Overall Health","How is your general health?","Good",162,29.1,24.2,34,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.009607, -91.647251)",3
2009,"IA","IA - Polk County","Health Status","Overall Health","How is your general health?","Good",258,30.6,26.6,34.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.623296, -93.641654)",3
2009,"IA","IA - Scott County","Health Status","Overall Health","How is your general health?","Good",111,33.3,27,39.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.563153, -90.567812)",3
2009,"KS","KS - Leavenworth County","Health Status","Overall Health","How is your general health?","Good",147,27.6,22.3,32.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.238518, -94.959302)",3
2009,"KS","KS - Butler County","Health Status","Overall Health","How is your general health?","Good",141,31.5,26,36.9,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(37.727135, -96.989771)",3
2009,"KS","KS - Douglas County","Health Status","Overall Health","How is your general health?","Good",168,24.4,18.9,29.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(38.941783, -95.251337)",3
2009,"KS","KS - Johnson County","Health Status","Overall Health","How is your general health?","Good",862,24.3,22.5,26,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(38.928049, -94.737132)",3
2009,"KS","KS - Riley County","Health Status","Overall Health","How is your general health?","Good",88,24.8,16.5,33,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.189473, -96.633015)",3
2009,"KS","KS - Sedgwick County","Health Status","Overall Health","How is your general health?","Good",969,30.4,28.2,32.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(37.678808, -97.344603)",3
2009,"KS","KS - Shawnee County","Health Status","Overall Health","How is your general health?","Good",460,31.5,28.3,34.6,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.035591, -95.705467)",3
2009,"KS","KS - Wyandotte County","Health Status","Overall Health","How is your general health?","Good",413,38.8,34.6,42.9,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.104143, -94.707937)",3
2009,"KY","KY - Jefferson County","Health Status","Overall Health","How is your general health?","Good",630,32.1,26.4,37.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(38.201775, -85.691832)",3
2009,"LA","LA - Caddo Parish","Health Status","Overall Health","How is your general health?","Good",152,30.6,25.1,36,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(32.472074, -93.800831)",3
2009,"LA","LA - Jefferson Parish","Health Status","Overall Health","How is your general health?","Good",171,31.2,26.1,36.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(29.945261, -90.153175)",3
2009,"LA","LA - Calcasieu Parish","Health Status","Overall Health","How is your general health?","Good",173,30.2,25.1,35.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(30.227531, -93.261485)",3
2009,"LA","LA - East Baton Rouge Parish","Health Status","Overall Health","How is your general health?","Good",230,31,26.4,35.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(30.462492, -91.100943)",3
2009,"LA","LA - Orleans Parish","Health Status","Overall Health","How is your general health?","Good",122,28.3,22,34.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(29.972699, -90.05284)",3
2009,"LA","LA - Rapides Parish","Health Status","Overall Health","How is your general health?","Good",140,27.9,22.8,32.9,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(31.28458, -92.457473)",3
2009,"LA","LA - St. Tammany Parish","Health Status","Overall Health","How is your general health?","Good",112,26.4,20.9,31.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(30.383308, -89.948329)",3
2009,"LA","LA - Terrebonne Parish","Health Status","Overall Health","How is your general health?","Good",71,26.7,19.2,34.1,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(29.592812, -90.722239)",3
2009,"ME","ME - Cumberland County","Health Status","Overall Health","How is your general health?","Good",363,27.7,24.5,30.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(43.748088, -70.305589)",3
2009,"ME","ME - Kennebec County","Health Status","Overall Health","How is your general health?","Good",190,28.6,23.7,33.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(44.396102, -69.749178)",3
2009,"ME","ME - Penobscot County","Health Status","Overall Health","How is your general health?","Good",233,30.5,25.7,35.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(44.953036, -68.79423)",3
2009,"ME","ME - Sagadahoc County","Health Status","Overall Health","How is your general health?","Good",101,28.7,22.6,34.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(43.956202, -69.869704)",3
2009,"ME","ME - York County","Health Status","Overall Health","How is your general health?","Good",267,24.5,21.1,27.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(43.424108, -70.640561)",3
2009,"MD","MD - Anne Arundel County","Health Status","Overall Health","How is your general health?","Good",135,27.6,22.5,32.6,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.067301, -76.598917)",3
2009,"MD","MD - Baltimore County","Health Status","Overall Health","How is your general health?","Good",279,28.5,24.9,32,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.369252, -76.620366)",3
2009,"MD","MD - Cecil County","Health Status","Overall Health","How is your general health?","Good",75,30.8,23.7,37.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.613824, -75.936585)",3
2009,"MD","MD - Charles County","Health Status","Overall Health","How is your general health?","Good",93,30.6,23.7,37.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(38.578559, -76.953006)",3
2009,"MD","MD - Frederick County","Health Status","Overall Health","How is your general health?","Good",171,32.3,27,37.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.432254, -77.400231)",3
2009,"MD","MD - Harford County","Health Status","Overall Health","How is your general health?","Good",67,28.8,21.5,36,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.521376, -76.310879)",3
2009,"MD","MD - Howard County","Health Status","Overall Health","How is your general health?","Good",81,24.6,18.9,30.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.219271, -76.856729)",3
2009,"MD","MD - Montgomery County","Health Status","Overall Health","How is your general health?","Good",237,24.4,21,27.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.086185, -77.122862)",3
2009,"MD","MD - Prince George's County","Health Status","Overall Health","How is your general health?","Good",208,32.7,27.8,37.6,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(38.908576, -76.889947)",3
2009,"MD","MD - Queen Anne's County","Health Status","Overall Health","How is your general health?","Good",78,31.5,24.2,38.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.022436, -76.148099)",3
2009,"MD","MD - Washington County","Health Status","Overall Health","How is your general health?","Good",103,22.9,17.4,28.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.617574, -77.731386)",3
2009,"MD","MD - Baltimore city","Health Status","Overall Health","How is your general health?","Good",157,30.1,25,35.1,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.314892, -76.619614)",3
2009,"MA","MA - Bristol County","Health Status","Overall Health","How is your general health?","Good",872,29.3,25.3,33.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.793219, -71.108301)",3
2009,"MA","MA - Plymouth County","Health Status","Overall Health","How is your general health?","Good",179,29.2,24.4,33.9,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.023962, -70.853689)",3
2009,"MA","MA - Essex County","Health Status","Overall Health","How is your general health?","Good",673,28.8,25.4,32.1,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.62479, -70.987816)",3
2009,"MA","MA - Hampden County","Health Status","Overall Health","How is your general health?","Good",499,30.6,26.4,34.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.125927, -72.575325)",3
2009,"MA","MA - Hampshire County","Health Status","Overall Health","How is your general health?","Good",68,16.8,12,21.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.312537, -72.573322)",3
2009,"MA","MA - Middlesex County","Health Status","Overall Health","How is your general health?","Good",812,23.2,20.8,25.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.448546, -71.255223)",3
2009,"MA","MA - Norfolk County","Health Status","Overall Health","How is your general health?","Good",252,24.9,21.3,28.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.202695, -71.14756)",3
2009,"MA","MA - Suffolk County","Health Status","Overall Health","How is your general health?","Good",484,28.2,24.2,32.1,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.334806, -71.078632)",3
2009,"MA","MA - Worcester County","Health Status","Overall Health","How is your general health?","Good",575,24.9,21.7,28,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.303704, -71.805321)",3
2009,"MI","MI - Kent County","Health Status","Overall Health","How is your general health?","Good",131,24.7,19.6,29.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.963793, -85.626605)",3
2009,"MI","MI - Macomb County","Health Status","Overall Health","How is your general health?","Good",154,27.9,23,32.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.58689, -82.957388)",3
2009,"MI","MI - Oakland County","Health Status","Overall Health","How is your general health?","Good",309,30.5,26.5,34.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.587535, -83.310386)",3
2009,"MI","MI - Wayne County","Health Status","Overall Health","How is your general health?","Good",729,33.5,30.1,36.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.33261, -83.217933)",3
2009,"MN","MN - Anoka County","Health Status","Overall Health","How is your general health?","Good",86,28.4,22.3,34.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(45.195145, -93.270245)",3
2009,"MN","MN - Dakota County","Health Status","Overall Health","How is your general health?","Good",96,24.8,19.3,30.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(44.765954, -93.151767)",3
2009,"MS","MS - George County","Health Status","Overall Health","How is your general health?","Good",125,34.2,27.3,41,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(30.870536, -88.592895)",3
2009,"MN","MN - Hennepin County","Health Status","Overall Health","How is your general health?","Good",305,25.3,21.9,28.6,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(44.974633, -93.36119)",3
2009,"MN","MN - Ramsey County","Health Status","Overall Health","How is your general health?","Good",136,23.7,18.9,28.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(44.993146, -93.106321)",3
2009,"MS","MS - DeSoto County","Health Status","Overall Health","How is your general health?","Good",200,28.2,23.4,32.9,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(34.9304, -89.956695)",3
2009,"MS","MS - Hancock County","Health Status","Overall Health","How is your general health?","Good",96,31.1,23.8,38.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(30.379392, -89.405662)",3
2009,"MS","MS - Harrison County","Health Status","Overall Health","How is your general health?","Good",93,33.4,24.9,41.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(30.432955, -89.063834)",3
2009,"MS","MS - Hinds County","Health Status","Overall Health","How is your general health?","Good",169,32.4,27.1,37.6,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(32.303868, -90.255669)",3
2009,"MS","MS - Jackson County","Health Status","Overall Health","How is your general health?","Good",115,31.9,25.4,38.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(30.44437, -88.660684)",3
2009,"MS","MS - Rankin County","Health Status","Overall Health","How is your general health?","Good",106,27.9,21.8,33.9,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(32.279373, -90.033002)",3
2009,"MS","MS - Stone County","Health Status","Overall Health","How is your general health?","Good",104,29.5,23.2,35.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(30.809011, -89.136496)",3
2009,"MO","MO - Jackson County","Health Status","Overall Health","How is your general health?","Good",157,28.7,23.6,33.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.010332, -94.446137)",3
2009,"MO","MO - St. Louis County","Health Status","Overall Health","How is your general health?","Good",148,25.9,20.4,31.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(38.647121, -90.386218)",3
2009,"MO","MO - St. Louis city","Health Status","Overall Health","How is your general health?","Good",159,30.8,24.5,37,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(38.623609, -90.252991)",3
2009,"MT","MT - Flathead County","Health Status","Overall Health","How is your general health?","Good",169,28.3,23.2,33.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(48.247204, -114.279524)",3
2009,"MT","MT - Gallatin County","Health Status","Overall Health","How is your general health?","Good",135,20,15.6,24.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(45.682805, -111.128283)",3
2009,"MT","MT - Silver Bow County","Health Status","Overall Health","How is your general health?","Good",186,33.3,27.6,38.9,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(45.98796, -112.524356)",3
2009,"MT","MT - Yellowstone County","Health Status","Overall Health","How is your general health?","Good",187,34,28.9,39,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(45.791309, -108.539417)",3
2009,"NE","NE - Adams County","Health Status","Overall Health","How is your general health?","Good",147,30.9,25.6,36.1,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.583763, -98.414536)",3
2009,"NE","NE - Dakota County","Health Status","Overall Health","How is your general health?","Good",259,36,31.4,40.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.445678, -96.441515)",3
2009,"NE","NE - Douglas County","Health Status","Overall Health","How is your general health?","Good",305,31.9,27.9,35.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.25991, -96.061471)",3
2009,"NE","NE - Hall County","Health Status","Overall Health","How is your general health?","Good",194,31,26.1,35.9,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.915597, -98.377535)",3
2009,"NE","NE - Lancaster County","Health Status","Overall Health","How is your general health?","Good",238,28.6,23.7,33.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.801058, -96.673551)",3
2009,"NE","NE - Lincoln County","Health Status","Overall Health","How is your general health?","Good",153,28.1,22.6,33.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.119635, -100.78923)",3
2009,"NE","NE - Madison County","Health Status","Overall Health","How is your general health?","Good",151,32.2,26.7,37.6,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.003908, -97.461692)",3
2009,"NE","NE - Sarpy County","Health Status","Overall Health","How is your general health?","Good",176,27.8,22.1,33.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.153107, -96.033892)",3
2009,"NE","NE - Scotts Bluff County","Health Status","Overall Health","How is your general health?","Good",251,34,29.4,38.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(41.865018, -103.68038)",3
2009,"NE","NE - Seward County","Health Status","Overall Health","How is your general health?","Good",90,31.9,25,38.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.873593, -97.106037)",3
2009,"NV","NV - Clark County","Health Status","Overall Health","How is your general health?","Good",356,29.7,26.1,33.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(36.143366, -115.14994)",3
2009,"NV","NV - Washoe County","Health Status","Overall Health","How is your general health?","Good",365,29.8,26.2,33.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.535558, -119.795493)",3
2009,"NH","NH - Grafton County","Health Status","Overall Health","How is your general health?","Good",135,24.8,19.7,29.8,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(43.838874, -71.953268)",3
2009,"NH","NH - Hillsborough County","Health Status","Overall Health","How is your general health?","Good",396,25.7,22.1,29.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.879889, -71.532928)",3
2009,"NH","NH - Merrimack County","Health Status","Overall Health","How is your general health?","Good",170,28.4,23.5,33.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(43.246442, -71.586214)",3
2009,"NH","NH - Rockingham County","Health Status","Overall Health","How is your general health?","Good",241,25.5,21.7,29.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(42.936726, -71.104266)",3
2009,"NH","NH - Strafford County","Health Status","Overall Health","How is your general health?","Good",186,31.3,26,36.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(43.247646, -70.954943)",3
2009,"NJ","NJ - Atlantic County","Health Status","Overall Health","How is your general health?","Good",320,33.1,28.7,37.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.427562, -74.583452)",3
2009,"NJ","NJ - Bergen County","Health Status","Overall Health","How is your general health?","Good",181,26.4,21.6,31.1,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.918799, -74.057383)",3
2009,"NJ","NJ - Burlington County","Health Status","Overall Health","How is your general health?","Good",129,22.1,17.7,26.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.982667, -74.834269)",3
2009,"NJ","NJ - Camden County","Health Status","Overall Health","How is your general health?","Good",208,31.9,27.1,36.6,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.86401, -75.027836)",3
2009,"NJ","NJ - Cape May County","Health Status","Overall Health","How is your general health?","Good",162,29.5,24.4,34.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.095952, -74.807133)",3
2009,"NJ","NJ - Essex County","Health Status","Overall Health","How is your general health?","Good",334,30.3,26.3,34.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.768705, -74.216402)",3
2009,"NJ","NJ - Mercer County","Health Status","Overall Health","How is your general health?","Good",144,28.8,23.9,33.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.255566, -74.70034)",3
2009,"NJ","NJ - Gloucester County","Health Status","Overall Health","How is your general health?","Good",159,30.2,24.7,35.6,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.749187, -75.127456)",3
2009,"NJ","NJ - Hudson County","Health Status","Overall Health","How is your general health?","Good",326,31.3,27.3,35.2,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.742925, -74.061278)",3
2009,"NJ","NJ - Hunterdon County","Health Status","Overall Health","How is your general health?","Good",131,25.5,20.4,30.5,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.572183, -74.896782)",3
2009,"NJ","NJ - Middlesex County","Health Status","Overall Health","How is your general health?","Good",180,27.7,22.9,32.4,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.485529, -74.387921)",3
2009,"NJ","NJ - Ocean County","Health Status","Overall Health","How is your general health?","Good",157,28.4,23.5,33.3,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(39.973657, -74.21461)",3
2009,"NJ","NJ - Monmouth County","Health Status","Overall Health","How is your general health?","Good",162,27.2,22.6,31.7,3,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP058","(40.291301, -74.14773)",3
